-3.633802e-01	-3.633802e-01
-9.968368e-02	-9.968368e-02
-2.550464e-02	-2.550464e-02
-6.413149e-03	-6.413149e-03
-1.605607e-03	-1.605607e-03
-4.015469e-04	-4.015469e-04
-1.003958e-04	-1.003958e-04
-2.509951e-05	-2.509951e-05
-6.274913e-06	-6.274914e-06
-1.568730e-06	-1.568731e-06
-3.921849e-07	-3.921828e-07
-9.803267e-08	-9.804571e-08
-2.452412e-08	-2.451143e-08
-6.406478e-09	-6.127857e-09
3.876366e-10	-1.531964e-09
-2.631970e-09	-3.829911e-10
-1.471040e-08	-9.574774e-11
8.191701e-08	-2.393685e-11
4.684265e-07	-5.984102e-12
1.241445e-06	-1.495803e-12
1.241445e-06	-3.737011e-13
2.597773e-05	-9.314771e-14
7.544845e-05	-2.287059e-14
2.733069e-04	-5.329071e-15
2.733069e-04	-9.992007e-16
6.584242e-03	2.220446e-16
6.584242e-03	4.440892e-16
1.026578e-01	6.661338e-16
2.732395e-01	6.661338e-16
-1.000000e+00	6.661338e-16
-1.000000e+00	6.661338e-16
-1.000000e+00	6.661338e-16
-1.000000e+00	6.661338e-16
-1.000000e+00	6.661338e-16
-1.000000e+00	6.661338e-16
-1.000000e+00	6.661338e-16
-1.000000e+00	6.661338e-16
-1.000000e+00	6.661338e-16
-1.000000e+00	6.661338e-16
-1.000000e+00	6.661338e-16
-1.000000e+00	6.661338e-16
-1.000000e+00	6.661338e-16
-1.000000e+00	6.661338e-16
-1.000000e+00	6.661338e-16
-1.000000e+00	6.661338e-16
-1.000000e+00	6.661338e-16
-1.000000e+00	6.661338e-16
-1.000000e+00	6.661338e-16
-1.000000e+00	6.661338e-16
-1.000000e+00	6.661338e-16
