8.249283e-05	8.253901e-05
8.082390e-05	8.088724e-05
7.915497e-05	7.923548e-05
7.748604e-05	7.758370e-05
7.581711e-05	7.593194e-05
7.414818e-05	7.428016e-05
7.247925e-05	7.262839e-05
7.081032e-05	7.097662e-05
6.937981e-05	6.932484e-05
6.771088e-05	6.767307e-05
6.604195e-05	6.602130e-05
6.437302e-05	6.436952e-05
6.270409e-05	6.271774e-05
6.103516e-05	6.106596e-05
5.936623e-05	5.941418e-05
5.769730e-05	5.776241e-05
5.602837e-05	5.611062e-05
5.435944e-05	5.445884e-05
5.269051e-05	5.280706e-05
5.102158e-05	5.115528e-05
4.935265e-05	4.950349e-05
4.768372e-05	4.785170e-05
4.625320e-05	4.619992e-05
4.458427e-05	4.454813e-05
4.291534e-05	4.289634e-05
4.124641e-05	4.124455e-05
3.957748e-05	3.959276e-05
3.790855e-05	3.794097e-05
3.623962e-05	3.628918e-05
3.457069e-05	3.463739e-05
3.290176e-05	3.298559e-05
3.123283e-05	3.133380e-05
2.956390e-05	2.968200e-05
2.789497e-05	2.803021e-05
2.622604e-05	2.637841e-05
2.455711e-05	2.472661e-05
2.312660e-05	2.307481e-05
2.145767e-05	2.142301e-05
1.978874e-05	1.977121e-05
1.811981e-05	1.811941e-05
1.645088e-05	1.646761e-05
1.478195e-05	1.481580e-05
1.311302e-05	1.316400e-05
1.144409e-05	1.151219e-05
9.775162e-06	9.860384e-06
8.106232e-06	8.208577e-06
6.437302e-06	6.556769e-06
4.768372e-06	4.904959e-06
3.099442e-06	3.253149e-06
1.430511e-06	1.601338e-06
0.000000e+00	-5.047357e-08
-1.668930e-06	-1.702286e-06
-3.337860e-06	-3.354100e-06
-5.006790e-06	-5.005915e-06
-6.675720e-06	-6.657730e-06
